Geneid,Chr,Start,End,Strand,Length
YKR071C,XI,574934,575980,-,1047
YKL168C,XI,131288,133462,-,2175
YKL102C,XI,248062,248367,-,306
YKR090W,XI,608946,611066,+,2121
YKR036C,XI,508702,510633,-,1932
YKL202W,XI,63821,64402,+,582
YKR084C,XI,597055,598890,-,1836
YKL216W,XI,25215,26159,+,945
YKR055W,XI,548216,549091,+,876
YKL219W,XI,14485,15708,+,1224
YKL020C,XI,398832,402080,-,3249
YKL178C,XI,113215,114627,-,1413
YKL067W,XI,314812,315273,+,462
YKL097C,XI,258503,258913,-,411
YKL095W,XI,262277,263113,+,837
YKR031C,XI,501344,506395,-,5052
YKL036C,XI,369528,369920,-,393
YKR088C,XI,604405,605418,-,1014
YKL151C,XI,164917,165930,-,1014
YKL105C,XI,239185,242583,-,3399
YKL169C,XI,130685,131068,-,384
YKL150W,XI,166544,167452,+,909
YKL023C-A,XI,393146,393373,-,228
YKL138C-A,XI,184803,185012,-,210
YKL082C,XI,281025,282329,-,1305
YKR070W,XI,573574,574632,+,1059
YKR021W,XI,479234,481981,+,2748
YKR016W,XI,469717,471339,+,1623
YKR033C,XI,506879,507304,-,426
YKR059W,XI,554987,556174,+,1188
YKR069W,XI,571612,573393,+,1782
YKR053C,XI,534067,535281,-,1215
YKL218C,XI,17359,18339,-,981
YKL167C,XI,133721,134134,-,414
tE(UUC)K,XI,141018,141089,-,72
YKL142W,XI,178515,179174,+,660
YKL011C,XI,420155,421216,-,1062
YKL160W,XI,153269,153706,+,438
YKL144C,XI,175843,176481,-,639
YKL055C,XI,335321,336157,-,837
YKR043C,XI,520897,521712,-,816
YKR039W,XI,515063,516871,+,1809
YKL019W,XI,402568,403518,+,951
YKL184W,XI,96757,98157,+,1401
YKR029C,XI,497578,499833,-,2256
YKL176C,XI,115500,117986,-,2487
YKL033W-A,XI,374505,375215,+,711
YKL090W,XI,271878,273209,+,1332
YKR041W,XI,518198,518950,+,753
YKL010C,XI,421424,425875,-,4452
YKL032C,XI,380065,381858,-,1794
YKR051W,XI,530946,532202,+,1257
YKR098C,XI,633026,635179,-,2154
YKL175W,XI,118793,120304,+,1512
YKL120W,XI,217344,218318,+,975
YKL222C,XI,3503,5620,-,2118
YKL092C,XI,266145,269459,-,3315
YKL068W,XI,310199,313078,+,2880
YKR009C,XI,454352,457054,-,2703
tA(AGC)K2,XI,517988,518060,+,73
YKR028W,XI,494257,497358,+,3102
YKR076W,XI,582283,583395,+,1113
YKR106W,XI,661442,663289,+,1848
YKL197C,XI,70734,73865,-,3132
YKL152C,XI,163642,164385,-,744
YKL093W,XI,264789,265808,+,1020
YKL080W,XI,285030,286208,+,1179
YKL185W,XI,94499,96265,+,1767
YKR081C,XI,591506,592540,-,1035
YKR035C,XI,507920,508561,-,642
YKL101W,XI,248920,253476,+,4557
YKR008W,XI,452201,454078,+,1878
tW(CCA)K,XI,302918,303023,+,106
YKL056C,XI,334412,334915,-,504
YKL156W,XI,158613,159212,+,600
YKL162C,XI,147630,148838,-,1209
YKL192C,XI,80160,80537,-,378
YKR064W,XI,562547,565138,+,2592
YKL017C,XI,405190,407241,-,2052
YKL204W,XI,53704,55602,+,1899
YKL190W,XI,82947,83550,+,604
YKL211C,XI,36699,38153,-,1455
YKL115C,XI,222893,223285,-,393
YKL107W,XI,236141,237070,+,930
YKL127W,XI,203541,205253,+,1713
YKL165C-A,XI,135790,136023,-,234
YKR049C,XI,526830,527231,-,402
YKL052C,XI,339668,340546,-,879
YKL053C-A,XI,339182,339442,-,261
YKL121W,XI,214142,216700,+,2559
tN(GUU)K,XI,74624,74697,+,74
YKL050C,XI,342852,345620,-,2769
YKL194C,XI,77258,78646,-,1389
YKR037C,XI,510910,511797,-,888
YKL059C,XI,328118,329443,-,1326
YKL205W,XI,50051,53353,+,3303
YKL137W,XI,185957,186292,+,336
YKR015C,XI,466961,468667,-,1707
YKL146W,XI,171783,173861,+,2079
YKR003W,XI,445381,446727,+,1347
YKL028W,XI,385758,387206,+,1449
YKR010C,XI,458924,461239,-,2316
YKL193C,XI,78866,79882,-,1017
tK(CUU)K,XI,202999,203071,+,73
YKL212W,XI,34543,36414,+,1872
YKL147C,XI,171551,172168,-,618
YKL054C,XI,336537,338753,-,2217
snR38,XI,283185,283279,+,95
YKR096W,XI,626793,630380,+,3588
YKL006C-A,XI,430198,430632,-,435
YKL164C,XI,141794,142819,-,1026
YKL145W-A,XI,174958,175050,+,93
YKL026C,XI,389380,389883,-,504
YKL044W,XI,356322,356642,+,321
YKL089W,XI,273394,275043,+,1650
YKR077W,XI,583653,584744,+,1092
YKR095W-A,XI,625864,626205,+,342
YKL079W,XI,286603,288573,+,1971
YKL161C,XI,149386,150687,-,1302
YKL159C,XI,153816,154451,-,636
YKR030W,XI,500282,501103,+,822
YKL037W,XI,369365,369721,+,357
YKL042W,XI,358475,359566,+,1092
YKR020W,XI,478338,478832,+,495
YKL012W,XI,418310,420061,+,1752
YKL106W,XI,237536,238891,+,1356
YKR075C,XI,579827,580750,-,924
YKR065C,XI,565299,565892,-,594
YKL043W,XI,356748,357848,+,1101
YKL045W,XI,353493,355079,+,1587
YKR060W,XI,556518,557342,+,825
YKL085W,XI,279123,280127,+,1005
YKL165C,XI,137932,140691,-,2760
YKL003C,XI,437097,437492,-,396
YKL072W,XI,299582,301882,+,2301
YKL177W,XI,114356,114694,+,339
YKL186C,XI,92744,93298,-,555
snR64,XI,38811,38911,+,101
YKR032W,XI,506517,506831,+,315
YKL132C,XI,193574,194866,-,1293
YKL223W,XI,2389,2721,+,333
YKL078W,XI,288845,291052,+,2208
YKL001C,XI,438777,439385,-,609
YKR040C,XI,518063,518566,-,504
YKL046C,XI,351275,352624,-,1350
YKR017C,XI,471694,473349,-,1656
YKL058W,XI,330166,330534,+,369
YKL208W,XI,47157,47972,+,816
YKR005C,XI,448521,450167,-,1647
YKR034W,XI,506898,507707,+,810
YKL060C,XI,326408,327487,-,1080
YKL030W,XI,382498,383103,+,606
YKL162C-A,XI,145922,146074,-,153
YKR091W,XI,611525,612265,+,741
YKL096C-B,XI,259073,259222,-,150
YKL171W,XI,127475,130261,+,2787
YKL025C,XI,390240,392279,-,2040
YKL023W,XI,393721,394554,+,834
tR(UCU)K,XI,162487,162558,-,72
YKL215C,XI,26827,30687,-,3861
YKL136W,XI,186416,186814,+,399
YKL033W,XI,375456,378572,+,3117
YKR023W,XI,483419,485011,+,1593
YKR067W,XI,567918,570149,+,2232
YKL098W,XI,256770,257843,+,1074
YKL114C,XI,223352,224455,-,1104
YKL145W,XI,174213,175616,+,1404
YKL057C,XI,330856,333969,-,3114
YKL106C-A,XI,237147,237266,-,120
YKL128C,XI,200884,201771,-,888
YKL008C,XI,427295,428551,-,1257
YKL029C,XI,382716,384725,-,2010
YKR047W,XI,525257,525562,+,306
YKL066W,XI,315281,315724,+,444
YKL119C,XI,218570,219217,-,648
YLL050C,XII,39804,40414,-,611
YLL032C,XII,74270,76747,-,2478
YLR466W,XII,1067087,1071235,+,4149
YLR054C,XII,248717,250978,-,2262
YLR437C,XII,1011622,1012023,-,402
YLR217W,XII,572909,573232,+,324
YLL056C,XII,27409,28305,-,897
YLR128W,XII,398530,399433,+,904
YLR279W,XII,704309,704698,+,390
YLR075W,XII,282927,283592,+,666
YLR052W,XII,247201,247953,+,753
YLR159C-A,XII,485711,485842,-,132
YLR025W,XII,194452,195174,+,723
YLR049C,XII,243886,245172,-,1287
YLR308W,XII,747937,748875,+,939
YLR032W,XII,204991,208500,+,3510
ETS2-2,XII,460712,460922,-,211
YLR251W,XII,641464,642057,+,594
YLR321C,XII,776584,777864,-,1281
YLR327C,XII,783127,783387,-,261
YLR154C-H,XII,468827,468958,-,132
YLR247C,XII,628684,633354,-,4671
YLR167W,XII,498947,499405,+,459
YLR220W,XII,576825,577793,+,969
YLR455W,XII,1053629,1054543,+,915
YLR282C,XII,705071,705412,-,342
YLR094C,XII,327730,329238,-,1509
YLR272C,XII,683672,687202,-,3531
YLR264C-A,XII,673828,673944,-,117
YLR338W,XII,804346,805203,+,858
YLR181C,XII,516678,517670,-,993
YLR458W,XII,1056455,1056835,+,381
YLR180W,XII,515262,516410,+,1149
YLR250W,XII,640317,641021,+,705
YLR222C-A,XII,582006,582236,-,231
YLR424W,XII,973395,975521,+,2127
YLR253W,XII,642627,644336,+,1710
YLR390W-A,XII,903724,904440,+,717
YLR233C,XII,607425,609524,-,2100
YLR347W-A,XII,824789,824929,+,141
YLR117C,XII,382471,384534,-,2064
YLR110C,XII,369697,370098,-,402
YLR072W,XII,278862,280943,+,2082
YLR069C,XII,271630,273915,-,2286
YLR403W,XII,925568,927619,+,2052
YLR008C,XII,165577,166083,-,507
YLR231C,XII,605758,607119,-,1362
YLR264W,XII,673131,673334,+,204
YLR164W,XII,493883,494389,+,507
YLR079W,XII,286820,287674,+,855
YLR103C,XII,343989,345941,-,1953
YLR170C,XII,500579,501049,-,471
YLR228C,XII,600019,602463,-,2445
YLL036C,XII,66745,68256,-,1512
YLR467C-A,XII,1077050,1077532,-,483
YLR198C,XII,547286,547645,-,360
snR61,XII,794486,794575,-,90
YLR411W,XII,947253,947978,+,726
YLR056W,XII,253861,254958,+,1098
YLR429W,XII,990777,992732,+,1956
YLL060C,XII,21138,21839,-,702
YLR310C,XII,752224,756993,-,4770
YLR342W,XII,809997,815627,+,5631
YLR017W,XII,177608,178621,+,1014
tL(UAG)L2,XII,732090,732190,+,101
YLR304C,XII,735212,737548,-,2337
YLL052C,XII,35912,36361,-,450
YLR027C,XII,196829,198085,-,1257
YLR214W,XII,568567,570627,+,2061
ITS2-2,XII,464319,464550,-,232
YLL062C,XII,16639,17613,-,975
YLR378C,XII,875736,877178,-,1443
YLR023C,XII,185498,187129,-,1632
YLR425W,XII,982894,986817,+,3924
YLR073C,XII,281019,281621,-,603
YLL008W,XII,131729,133987,+,2259
YLL063C,XII,14648,16072,-,1425
YLR449W,XII,1030834,1032012,+,1179
YLL046C,XII,46714,47463,-,750
YLR089C,XII,318237,320015,-,1779
RDN18-1,XII,455933,457732,-,1800
YLR020C,XII,181789,183405,-,1617
YLR190W,XII,535214,536689,+,1476
YLR045C,XII,235037,237703,-,2667
YLR285W,XII,707360,708145,+,786
YLR322W,XII,777628,777942,+,315
YLR276C,XII,695046,696830,-,1785
YLR346C,XII,822287,822592,-,306
YLR156W,XII,472113,472457,+,345
YLR135W,XII,413281,415527,+,2247
YLR261C,XII,668237,668563,-,327
YLL066C,XII,6120,9836,-,3717
YLR077W,XII,283872,285623,+,1752
YLR144C,XII,429677,432016,-,2340
YLR414C,XII,953353,954144,-,792
YLR030W,XII,203290,204081,+,792
YLR301W,XII,730825,731559,+,735
YLR252W,XII,641957,642262,+,306
YLR427W,XII,988428,990440,+,2013
YLR200W,XII,549012,549356,+,345
YLR150W,XII,440467,441288,+,822
YLL021W,XII,100947,105347,+,4401
YLR078C,XII,285736,286559,-,824
YLR153C,XII,445524,447575,-,2052
YLR404W,XII,928743,929600,+,858
YLR014C,XII,172268,174982,-,2715
YLL005C,XII,137940,140546,-,2607
tQ(UUG)L,XII,448650,448721,-,72
YLR262C,XII,668244,668891,-,648
YLR296W,XII,722978,723304,+,327
YLR234W,XII,609783,611753,+,1971
YLR096W,XII,332590,336033,+,3444
YLR271W,XII,682737,683561,+,825
YLR033W,XII,208761,210269,+,1509
YLR278C,XII,699999,704024,-,4026
YLL055W,XII,30109,31704,+,1596
YLR266C,XII,675619,677724,-,2106
YLL030C,XII,80356,80697,-,342
YLR323C,XII,778173,778952,-,780
YLR007W,XII,164392,165402,+,1011
YLR406C-A,XII,932206,932355,-,150
YLL015W,XII,116432,121111,+,4680
YLR343W,XII,816094,817761,+,1668
YLR269C,XII,680866,681216,-,351
tN(GUU)L,XII,975983,976056,-,74
YLR210W,XII,562008,563390,+,1383
YLR058C,XII,257992,259401,-,1410
YLR145W,XII,432168,432773,+,606
YLR080W,XII,287916,289250,+,1335
YLR443W,XII,1022625,1023971,+,1347
YLR325C,XII,781143,781379,-,237
YLL006W,XII,136586,137866,+,1281
YLR074C,XII,281956,282456,-,501
RDN5-5,XII,485697,485815,+,119
YLR311C,XII,757265,757612,-,348
YLR191W,XII,537272,538432,+,1161
YLR235C,XII,611532,611930,-,399
YLR364C-A,XII,855523,855645,-,123
ITS2-1,XII,455182,455413,-,232
YLR288C,XII,713480,714904,-,1425
YLL001W,XII,147890,150163,+,2274
YLR409C,XII,934414,937233,-,2820
YLR099C,XII,339744,340928,-,1185
YLR131C,XII,404510,406822,-,2313
YLR362W,XII,849866,852019,+,2154
YLR256W,XII,646415,650923,+,4509
YLR068W,XII,271008,271463,+,456
YLR101C,XII,342566,342961,-,396
YLR341W,XII,807385,808818,+,1434
YLL054C,XII,32673,35204,-,2532
YLR186W,XII,523632,524390,+,759
YLR143W,XII,427329,429386,+,2058
YLR368W,XII,857540,859336,+,1797
YLR393W,XII,907079,907918,+,840
YLR176C,XII,507797,510232,-,2436
YLR126C,XII,394765,395520,-,756
YLR099W-A,XII,341325,341588,+,264
YLR423C,XII,971917,973170,-,1254
YLR357W,XII,841331,844000,+,2670
YLR197W,XII,546097,547611,+,1515
ETS1-1,XII,457733,458432,-,700
YLR187W,XII,524865,527945,+,3081
RDN5-2,XII,468813,468931,+,119
YLL034C,XII,70633,73146,-,2514
YLL023C,XII,97997,98836,-,840
YLR065C,XII,266373,266918,-,546
YLL031C,XII,77152,80205,-,3054
YLR419W,XII,958428,962735,+,4308
YLR149C-A,XII,440370,440456,-,87
YLR294C,XII,721701,722030,-,330
YLR405W,XII,929789,930892,+,1104
YLR157C-C,XII,482059,482190,-,132
YLR463C,XII,1066265,1066816,-,552
YLR026C,XII,195450,196472,-,1023
YLR267W,XII,678212,679924,+,1713
YLR093C,XII,326513,327415,-,903
YLR085C,XII,300673,301989,-,1317
YLR246W,XII,627118,628197,+,1080
YLR433C,XII,1004347,1006008,-,1662
YLR227C,XII,590562,592043,-,1482
YLR012C,XII,169982,170281,-,300
YLR111W,XII,370391,370723,+,333
YLR152C,XII,442958,444688,-,1731
YLR370C,XII,861718,862254,-,537
YLL026W,XII,88623,91349,+,2727
YLR289W,XII,715089,717026,+,1938
YLL066W-B,XII,5605,5775,+,171
YLR114C,XII,374944,377238,-,2295
YLR213C,XII,566654,567922,-,1269
YLR146C,XII,432823,433725,-,903
YLR445W,XII,1024189,1024837,+,649
RDN18-2,XII,465070,466869,-,1800
YLR169W,XII,500335,500688,+,354
YLR202C,XII,550194,550636,-,443
YLL053C,XII,35503,35961,-,459
YLR333C,XII,795573,795899,-,327
YLR082C,XII,292394,293572,-,1179
YLR193C,XII,540009,540536,-,528
YLL043W,XII,49938,51947,+,2010
YLR337C,XII,802653,805106,-,2454
YLL066W-A,XII,6486,6968,+,483
YLR039C,XII,225426,228596,-,3171
YLR457C,XII,1055812,1056771,-,960
YLR377C,XII,873746,874792,-,1047
YLR104W,XII,346585,346980,+,396
YLR319C,XII,769318,771684,-,2367
YLR184W,XII,522106,522453,+,348
YLR317W,XII,765655,766089,+,435
YLL003W,XII,143201,146041,+,2841
YLR004C,XII,157934,159505,-,1572
YLR407W,XII,932967,933653,+,687
YLR336C,XII,799697,802396,-,2700
YLR430W,XII,993434,1000129,+,6696
YLR436C,XII,1007421,1011245,-,3825
YLR347C,XII,823828,826413,-,2586
YLR324W,XII,779215,780786,+,1572
tV(AAC)L,XII,687859,687932,-,74
YLR460C,XII,1059757,1060887,-,1131
YLR113W,XII,371620,372927,+,1308
YLR046C,XII,238001,238813,-,813
YLR125W,XII,393484,393894,+,411
YLR196W,XII,543968,545698,+,1731
YLR363W-A,XII,853461,853718,+,258
YLL061W,XII,17956,19707,+,1752
YLR119W,XII,385534,386175,+,642
snR57,XII,794937,795024,-,88
YLL020C,XII,105556,105861,-,306
YLR163C,XII,491866,493254,-,1389
YLL014W,XII,121322,121648,+,327
YLR129W,XII,399657,402488,+,2832
tD(GUC)L2,XII,793918,793989,+,72
YLR173W,XII,502421,504247,+,1827
YLR090W,XII,320701,322080,+,1380
YLR286W-A,XII,708562,708696,+,135
snR55,XII,794697,794794,-,98
YLR259C,XII,663284,665002,-,1719
YLR219W,XII,574151,576337,+,2187
YLR401C,XII,922442,924448,-,2007
YLL058W,XII,23569,25296,+,1728
YLR177W,XII,511054,512940,+,1887
YLR415C,XII,954259,954597,-,339
YLR467W,XII,1072508,1077898,+,5391
YLR302C,XII,732191,732553,-,363
YLR185W,XII,522663,523288,+,626
YLR060W,XII,260979,262766,+,1788
YLR313C,XII,760750,762342,-,1593
YLR303W,XII,732542,733876,+,1335
YLR154W-B,XII,454392,454556,+,165
YLL029W,XII,81461,83710,+,2250
YLL047W,XII,46672,47055,+,384
YLR285C-A,XII,708168,708338,-,171
YLR001C,XII,151389,153977,-,2589
snR79,XII,348427,348510,-,84
YLR465C,XII,1067045,1067353,-,309
YLR015W,XII,175227,176744,+,1518
YLR432W,XII,1002557,1004128,+,1572
YLR081W,XII,290212,291936,+,1725
YLR166C,XII,495429,498044,-,2616
YLR383W,XII,885288,888632,+,3345
YLR035C,XII,212369,214456,-,2088
YLR044C,XII,232390,234081,-,1692
YLR293C,XII,720771,721430,-,660
YLR399W-A,XII,920869,920973,+,105
YLR192C,XII,538792,539589,-,798
YLR300W,XII,728955,730301,+,1347
YLR098C,XII,337527,339473,-,1947
YLR448W,XII,1028854,1029768,+,915
YLR381W,XII,879723,881924,+,2202
YLR280C,XII,704483,704833,-,351
snR44,XII,856710,856920,+,211
YLR367W,XII,856442,857317,+,876
YLR309C,XII,749034,751769,-,2736
YLR299W,XII,726069,728051,+,1983
YLR224W,XII,586464,587573,+,1110
YLR029C,XII,201976,202590,-,615
YLR373C,XII,868662,871367,-,2706
YLR092W,XII,323544,326225,+,2682
YLL018C-A,XII,108676,108972,-,297
RDN25-2,XII,460923,464318,-,3396
YLR066W,XII,267169,267723,+,555
RDN58-1,XII,455414,455571,-,158
YLR146W-A,XII,433870,434058,+,189
YLR175W,XII,506134,507585,+,1452
YLR402W,XII,924889,925080,+,192
YLR158C,XII,482549,483637,-,1089
YLL051C,XII,37333,39471,-,2139
YLR314C,XII,762575,764137,-,1563
YLR438C-A,XII,1013909,1014178,-,270
YLR209C,XII,560797,561732,-,936
YLR019W,XII,180288,181481,+,1194
YLR123C,XII,391078,391407,-,330
YLR353W,XII,834352,836163,+,1812
YLR361C,XII,847388,849124,-,1737
YLL033W,XII,73409,74101,+,693
YLR389C,XII,899577,902660,-,3084
YLR438W,XII,1012501,1013775,+,1275
YLR290C,XII,717145,717978,-,834
YLR270W,XII,681186,682238,+,1053
YLR194C,XII,540809,541573,-,765
YLR006C,XII,161755,163893,-,2139
YLR223C,XII,582233,585490,-,3258
YLR195C,XII,541937,543304,-,1368
YLL016W,XII,112847,115993,+,3147
YLL067W-A,XII,843,1325,+,483
YLR398C,XII,915156,919019,-,3864
YLR418C,XII,956914,958095,-,1182
YLR010C,XII,167320,167802,-,483
YLR307W,XII,745620,746525,+,906
YLR356W,XII,840321,840914,+,594
YLR431C,XII,1000342,1001703,-,1362
YLR109W,XII,368781,369311,+,531
tI(UAU)L,XII,605300,605432,-,133
YLR364W,XII,854062,854391,+,330
YLR106C,XII,349006,363738,-,14733
YLR083C,XII,294091,296094,-,2004
YLR274W,XII,691555,693882,+,2328
YLR413W,XII,951156,953183,+,2028
YLR412C-A,XII,950267,950473,-,207
YLR340W,XII,805887,806825,+,939
YLR055C,XII,251272,253080,-,1809
YLR254C,XII,644404,644973,-,570
YLL017W,XII,112234,112545,+,312
YLR121C,XII,388744,390270,-,1527
tA(AGC)L,XII,656934,657006,-,73
YLL042C,XII,52087,52590,-,504
YLR157W-D,XII,475764,475976,+,213
YLR211C,XII,563792,564531,-,740
YLR400W,XII,922063,922536,+,474
YLR105C,XII,347047,348180,-,1134
YLR142W,XII,425186,426616,+,1431
YLR376C,XII,872826,873554,-,729
YLR318W,XII,766542,769196,+,2655
YLR239C,XII,616332,617318,-,987
YLR262C-A,XII,669468,669662,-,195
tE(UUC)L,XII,797178,797249,+,72
YLL037W,XII,66562,66942,+,381
YLR452C,XII,1039270,1041366,-,2097
YLR372W,XII,867354,868391,+,1038
YLR154W-C,XII,454696,455070,+,375
ETS2-1,XII,451575,451785,-,211
YLR363C,XII,852495,853151,-,657
YLR207W,XII,556788,559289,+,2502
YLR312W-A,XII,759480,760241,+,762
YLR188W,XII,528300,530387,+,2088
YLR011W,XII,169103,169678,+,576
YLR159W,XII,485345,485689,+,345
YLR328W,XII,784913,786118,+,1206
YLR171W,XII,500733,501122,+,390
YLR241W,XII,620473,622821,+,2349
YLR245C,XII,626502,626930,-,429
YLR360W,XII,846103,847422,+,1320
snR30,XII,198784,199389,+,606
YLR205C,XII,552724,553677,-,954
RDN25-1,XII,451786,455181,-,3396
YLR161W,XII,488997,489341,+,345
YLR287C,XII,710991,712058,-,1068
YLR366W,XII,855538,855843,+,306
YLR410W,XII,937541,940981,+,3441
YLR230W,XII,604574,604879,+,306
YLR097C,XII,336231,337265,-,1035
YLR397C,XII,912550,914892,-,2343
YLR120C,XII,386511,388220,-,1710
YLR335W,XII,797430,799592,+,2163
YLR399C,XII,919536,921596,-,2061
YLL044W,XII,48216,48662,+,447
YLR453C,XII,1041799,1042986,-,1188
YLL057C,XII,25756,26994,-,1239
YLR388W,XII,898651,898821,+,171
YLR249W,XII,636780,639914,+,3135
YLR151C,XII,441715,442737,-,1023
YLR260W,XII,665844,667907,+,2064
YLL010C,XII,129330,130613,-,1284
YLR133W,XII,408445,410193,+,1749
YLR329W,XII,786442,787333,+,892
snR6,XII,366235,366346,+,112
YLL011W,XII,127523,128992,+,1470
YLR384C,XII,888851,892900,-,4050
YLR203C,XII,550650,551960,-,1311
YLR156C-A,XII,472479,472610,-,132
YLR394W,XII,907950,909398,+,1449
YLR021W,XII,183623,184162,+,540
YLR331C,XII,790669,791046,-,378
YLR450W,XII,1032627,1035764,+,3138
YLR140W,XII,423474,423800,+,327
YLR157W-E,XII,481873,482037,+,165
YLR390W,XII,903066,903404,+,339
YLR291C,XII,718317,719462,-,1146
RDN5-4,XII,482045,482163,+,119
YLR408C,XII,933885,934253,-,369
YLR240W,XII,617533,620160,+,2628
YLR018C,XII,178707,179606,-,900
YLR344W,XII,819312,820142,+,831
YLR412W,XII,948368,949192,+,825
YLR447C,XII,1026856,1027893,-,1038
YLR361C-A,XII,849383,849679,-,297
YLR112W,XII,370791,371210,+,420
YLR435W,XII,1006378,1006995,+,618
YLR084C,XII,296589,300251,-,3663
snR34,XII,899180,899382,+,203
YLR091W,XII,322297,323178,+,882
YLR275W,XII,694378,694800,+,423
YLR102C,XII,342970,343767,-,798
YLR263W,XII,670340,672823,+,2484
YLR379W,XII,876922,877296,+,375
tL(UAG)L1,XII,592519,592619,-,101
YLR459W,XII,1057334,1058518,+,1185
YLR316C,XII,765266,766358,-,1093
YLR277C,XII,697156,699495,-,2340
tP(UGG)L,XII,92548,92650,+,103
YLR229C,XII,604212,604787,-,576
YLR120W-A,XII,388672,388773,+,102
YLR048W,XII,242232,243349,+,1118
YLL059C,XII,22474,22980,-,507
YLR238W,XII,614755,616191,+,1437
YLR283W,XII,705186,706130,+,945
YLR298C,XII,724721,725416,-,696
YLR232W,XII,606830,607177,+,348
YLR086W,XII,302243,306499,+,4257
YLR053C,XII,248100,248426,-,327
YLL041C,XII,53131,53931,-,801
YLR330W,XII,787664,789679,+,2016
YLR244C,XII,625168,626331,-,1164
YLR299C-A,XII,727911,728003,-,93
YLL019W-A,XII,106908,107000,+,93
YLR258W,XII,660716,662833,+,2118
YLR174W,XII,504591,505829,+,1239
YLR444C,XII,1023686,1023988,-,303
YLR315W,XII,764808,765269,+,462
YLR374C,XII,871453,871842,-,390
YLR154W-F,XII,455883,456023,+,141
tR(ACG)L,XII,374355,374427,+,73
YLR172C,XII,501260,502162,-,903
YLR273C,XII,689083,691029,-,1947
tK(UUU)L,XII,875376,875471,+,96
YLL012W,XII,125534,127255,+,1722
YLR022C,XII,184174,184926,-,753
YLR382C,XII,882067,884751,-,2685
YLR041W,XII,229377,229697,+,321
YLR466C-A,XII,1070387,1070869,-,483
YLR268W,XII,680200,680844,+,645
YLR420W,XII,963785,964879,+,1095
ITS1-1,XII,455572,455932,-,361
YLR137W,XII,417006,418109,+,1104
YLR087C,XII,306855,315731,-,8877
YLL049W,XII,40666,41205,+,540
tL(CAA)L,XII,628383,628497,+,115
RDN37-1,XII,451786,457732,-,5947
YLR426W,XII,987062,988113,+,1052
YLL035W,XII,68580,70478,+,1899
YLL009C,XII,131205,131414,-,210
YLR036C,XII,221521,222132,-,612
YLR118C,XII,384725,385408,-,684
ETS1-2,XII,466870,467569,-,700
YLR406C,XII,931065,931755,-,691
ITS1-2,XII,464709,465069,-,361
YLR136C,XII,415801,416658,-,858
YLR385C,XII,892992,893390,-,399
YLR281C,XII,704493,704960,-,468
YLR138W,XII,418437,421394,+,2958
YLL019C,XII,105686,107899,-,2214
YLR284C,XII,706198,707040,-,843
YLR295C,XII,721999,722373,-,375
YLR307C-A,XII,746848,747111,-,264
YLR349W,XII,827521,828027,+,507
YLR248W,XII,634252,636084,+,1833
YLL006W-A,XII,136345,136521,+,177
YLR127C,XII,395758,398319,-,2562
YLR002C,XII,154343,156334,-,1992
YLR168C,XII,499578,500270,-,693
YLR342W-A,XII,815810,815983,+,174
YLR031W,XII,204225,204785,+,561
RDN5-3,XII,472465,472583,+,119
YLR189C,XII,530797,534393,-,3597
YLR358C,XII,843487,844050,-,564
YLR134W,XII,410723,412414,+,1692
YLR051C,XII,246324,246977,-,654
YLR466C-B,XII,1071594,1071710,-,117
YLR215C,XII,570776,571858,-,1083
YLR206W,XII,554578,556419,+,1842
tI(AAU)L2,XII,1052071,1052144,-,74
YLR201C,XII,549511,550293,-,783
YLL018C,XII,109902,111575,-,1674
YLL025W,XII,94747,95121,+,375
YLR392C,XII,904749,906305,-,1557
YLR063W,XII,264157,265254,+,1098
tA(UGC)L,XII,214883,214955,-,73
YLR124W,XII,391600,391944,+,345
YLR350W,XII,828730,829380,+,651
YLR312C,XII,757637,758833,-,1197
YLR204W,XII,552270,552605,+,336
YLL007C,XII,134302,136299,-,1998
YLR141W,XII,423683,424774,+,1092
tD(GUC)L1,XII,427132,427203,+,72
YLL038C,XII,65775,66518,-,744
YLR257W,XII,658826,659791,+,966
YLR108C,XII,366667,368124,-,1458
YLR163W-A,XII,492812,492925,+,114
YLR416C,XII,954491,954889,-,399
YLR375W,XII,871697,872728,+,1032
YLR287C-A,XII,712537,713158,-,622
YLR154W-E,XII,455433,455636,+,204
YLR155C,XII,469317,470405,-,1089
tS(AGA)L,XII,167944,168025,-,82
YLR003C,XII,156855,157730,-,876
YLR221C,XII,578362,579024,-,663
YLR355C,XII,838066,839253,-,1188
YLR464W,XII,1066572,1067501,+,930
YLR446W,XII,1025214,1026515,+,1302
YLR237W,XII,612367,614163,+,1797
YLR441C,XII,1018141,1018908,-,768
YLR178C,XII,513162,513821,-,660
YLR028C,XII,199540,201315,-,1776
YLR043C,XII,231702,232013,-,312
YLR218C,XII,573466,573918,-,453
YLR243W,XII,624203,625021,+,819
YLR148W,XII,434641,437397,+,2757
YLR162W-A,XII,490406,490594,+,189
YLR462W,XII,1065956,1066564,+,609
RDN37-2,XII,460923,466869,-,5947
YLR095C,XII,329677,332115,-,2439
YLR199C,XII,547853,548769,-,917
YLR154W-A,XII,452438,452623,+,186
YLR154C,XII,447982,448314,-,333
YLL064C,XII,13083,13445,-,363
YLR461W,XII,1062919,1063281,+,363
tL(UAA)L,XII,962972,963055,-,84
